,code_municipality_7,cluster,cluster_label
3649,3533908,1,Urbanized
3650,3534005,1,Urbanized
3651,3534104,1,Urbanized
3652,3534203,1,Urbanized
3653,3534302,1,Urbanized
3654,3534401,3,Urbanized with informal settlements
3655,3534500,1,Urbanized
3656,3534609,1,Urbanized
3657,3534708,1,Urbanized
3658,3534757,1,Urbanized
3659,3534807,1,Urbanized
3660,3534906,1,Urbanized
3661,3535002,1,Urbanized
3662,3535101,1,Urbanized
3663,3535200,2,Rural with high human development
3664,3535309,1,Urbanized
3665,3535408,1,Urbanized
3666,3535507,1,Urbanized
3667,3535606,1,Urbanized
3668,3535705,1,Urbanized
3669,3535804,1,Urbanized
3670,3535903,1,Urbanized
3671,3536000,1,Urbanized
3672,3536109,1,Urbanized
3673,3536208,1,Urbanized
3674,3536257,1,Urbanized
3675,3536307,1,Urbanized
3676,3536406,1,Urbanized
3677,3536505,1,Urbanized
3678,3536570,1,Urbanized
3679,3536604,1,Urbanized
3680,3536703,1,Urbanized
3681,3536802,2,Rural with high human development
3682,3536901,2,Rural with high human development
3683,3537008,1,Urbanized
3684,3537107,1,Urbanized
3685,3537156,1,Urbanized
3686,3537206,1,Urbanized
3687,3537305,1,Urbanized
3688,3537404,1,Urbanized
3689,3537503,1,Urbanized
3690,3537602,1,Urbanized
3691,3537701,1,Urbanized
3692,3537800,1,Urbanized
3693,3537909,1,Urbanized
3694,3538006,1,Urbanized
3695,3538105,1,Urbanized
3696,3538204,1,Urbanized
3697,3538303,1,Urbanized
3698,3538501,1,Urbanized
3699,3538600,1,Urbanized
3700,3538709,3,Urbanized with informal settlements
3701,3538808,1,Urbanized
3702,3538907,1,Urbanized
3703,3539004,1,Urbanized
3704,3539103,3,Urbanized with informal settlements
3705,3539202,1,Urbanized
3706,3539301,1,Urbanized
3707,3539400,1,Urbanized
3708,3539509,1,Urbanized
3709,3539608,1,Urbanized
3710,3539707,1,Urbanized
3711,3539806,3,Urbanized with informal settlements
3712,3539905,1,Urbanized
3713,3540002,1,Urbanized
3714,3540101,1,Urbanized
3715,3540200,1,Urbanized
3716,3540259,1,Urbanized
3717,3540309,1,Urbanized
3718,3540408,1,Urbanized
3719,3540507,1,Urbanized
3720,3540606,1,Urbanized
3721,3540705,1,Urbanized
3722,3540754,1,Urbanized
3723,3540804,1,Urbanized
3724,3540853,0,Semi-urbanized
3725,3540903,1,Urbanized
3726,3541000,3,Urbanized with informal settlements
3727,3541059,1,Urbanized
3728,3541109,1,Urbanized
3729,3541208,1,Urbanized
3730,3541307,1,Urbanized
3731,3541406,1,Urbanized
3732,3541505,1,Urbanized
3733,3541604,1,Urbanized
3734,3541653,2,Rural with high human development
3735,3541703,1,Urbanized
3736,3541802,1,Urbanized
3737,3541901,1,Urbanized
3738,3542008,1,Urbanized
3739,3542107,1,Urbanized
3740,3542206,1,Urbanized
3741,3542305,1,Urbanized
3742,3542404,1,Urbanized
3743,3542503,1,Urbanized
3744,3542602,1,Urbanized
3745,3542701,1,Urbanized
3746,3542800,0,Semi-urbanized
3747,3542909,1,Urbanized
3748,3543006,0,Semi-urbanized
3749,3543105,1,Urbanized
3750,3543204,1,Urbanized
3751,3543238,1,Urbanized
3752,3543253,1,Urbanized
3753,3543303,1,Urbanized
3754,3543402,3,Urbanized with informal settlements
3755,3543501,1,Urbanized
3756,3543600,1,Urbanized
3757,3543709,1,Urbanized
3758,3543808,1,Urbanized
3759,3543907,1,Urbanized
3760,3544004,1,Urbanized
3761,3544103,3,Urbanized with informal settlements
3762,3544202,1,Urbanized
3763,3544251,1,Urbanized
3764,3544301,1,Urbanized
3765,3544400,1,Urbanized
3766,3544509,1,Urbanized
3767,3544608,1,Urbanized
3768,3544707,1,Urbanized
3769,3544806,1,Urbanized
3770,3544905,1,Urbanized
3771,3545001,1,Urbanized
3772,3545100,1,Urbanized
3773,3545159,1,Urbanized
3774,3545209,1,Urbanized
3775,3545308,1,Urbanized
3776,3545407,1,Urbanized
3777,3545506,1,Urbanized
3778,3545605,1,Urbanized
3779,3545704,1,Urbanized
3780,3545803,1,Urbanized
3781,3546009,1,Urbanized
3782,3546108,1,Urbanized
3783,3546207,1,Urbanized
3784,3546256,1,Urbanized
3785,3546306,1,Urbanized
3786,3546405,1,Urbanized
3787,3546504,1,Urbanized
3788,3546603,1,Urbanized
3789,3546702,1,Urbanized
3790,3546801,1,Urbanized
3791,3546900,1,Urbanized
3792,3547007,1,Urbanized
3793,3547106,1,Urbanized
3794,3547205,2,Rural with high human development
3795,3547304,3,Urbanized with informal settlements
3796,3547403,2,Rural with high human development
3797,3547502,1,Urbanized
3798,3547601,1,Urbanized
3799,3547650,2,Rural with high human development
3800,3547700,1,Urbanized
3801,3547809,3,Urbanized with informal settlements
3802,3547908,1,Urbanized
3803,3548005,1,Urbanized
3804,3548054,1,Urbanized
3805,3548104,2,Rural with high human development
3806,3548203,1,Urbanized
3807,3548302,1,Urbanized
3808,3548401,1,Urbanized
3809,3548500,3,Urbanized with informal settlements
3810,3548609,1,Urbanized
3811,3548708,3,Urbanized with informal settlements
3812,3548807,3,Urbanized with informal settlements
3813,3548906,1,Urbanized
3814,3549003,2,Rural with high human development
3815,3549102,1,Urbanized
3816,3549201,1,Urbanized
3817,3549250,1,Urbanized
3818,3549300,1,Urbanized
3819,3549409,1,Urbanized
3820,3549508,1,Urbanized
3821,3549607,1,Urbanized
3822,3549706,1,Urbanized
3823,3549805,1,Urbanized
3824,3549904,3,Urbanized with informal settlements
3825,3549953,1,Urbanized
3826,3550001,1,Urbanized
3827,3550100,1,Urbanized
3828,3550209,1,Urbanized
3829,3550308,3,Urbanized with informal settlements
3830,3550407,1,Urbanized
3831,3550506,1,Urbanized
3832,3550605,1,Urbanized
3833,3550704,3,Urbanized with informal settlements
3834,3550803,1,Urbanized
3835,3550902,1,Urbanized
3836,3551009,3,Urbanized with informal settlements
3837,3551108,1,Urbanized
3838,3551207,1,Urbanized
3839,3551306,1,Urbanized
3840,3551405,1,Urbanized
3841,3551504,1,Urbanized
3842,3551603,1,Urbanized
3843,3551702,1,Urbanized
3844,3551801,0,Semi-urbanized
3845,3551900,1,Urbanized
3846,3552007,1,Urbanized
3847,3552106,1,Urbanized
3848,3552205,3,Urbanized with informal settlements
3849,3552304,1,Urbanized
3850,3552403,3,Urbanized with informal settlements
3851,3552502,3,Urbanized with informal settlements
3852,3552551,1,Urbanized
3853,3552601,1,Urbanized
3854,3552700,1,Urbanized
3855,3552809,3,Urbanized with informal settlements
3856,3552908,1,Urbanized
3857,3553005,1,Urbanized
3858,3553104,1,Urbanized
3859,3553203,1,Urbanized
3860,3553302,1,Urbanized
3861,3553401,1,Urbanized
3862,3553500,1,Urbanized
3863,3553609,1,Urbanized
3864,3553658,1,Urbanized
3865,3553708,1,Urbanized
3866,3553807,1,Urbanized
3867,3553856,1,Urbanized
3868,3553906,1,Urbanized
3869,3553955,1,Urbanized
3870,3554003,1,Urbanized
3871,3554102,1,Urbanized
3872,3554201,2,Rural with high human development
3873,3554300,1,Urbanized
3874,3554409,1,Urbanized
3875,3554508,1,Urbanized
3876,3554607,2,Rural with high human development
3877,3554656,1,Urbanized
3878,3554706,1,Urbanized
3879,3554755,1,Urbanized
3880,3554805,1,Urbanized
3881,3554904,1,Urbanized
3882,3554953,2,Rural with high human development
3883,3555000,1,Urbanized
3884,3555109,1,Urbanized
3885,3555208,2,Rural with high human development
3886,3555307,2,Rural with high human development
3887,3555356,1,Urbanized
3888,3555406,1,Urbanized
3889,3555505,1,Urbanized
3890,3555604,1,Urbanized
3891,3555703,1,Urbanized
3892,3555802,1,Urbanized
3893,3555901,1,Urbanized
3894,3556008,1,Urbanized
3895,3556107,1,Urbanized
3896,3556206,1,Urbanized
3897,3556305,1,Urbanized
3898,3556354,1,Urbanized
3899,3556404,1,Urbanized
3900,3556453,1,Urbanized
3901,3556503,3,Urbanized with informal settlements
3902,3556602,1,Urbanized
3903,3556701,1,Urbanized
3904,3556800,1,Urbanized
3905,3556909,1,Urbanized
3906,3556958,1,Urbanized
3907,3557006,3,Urbanized with informal settlements
3908,3557105,1,Urbanized
3909,3557154,1,Urbanized
3910,3557204,1,Urbanized
3911,3557303,1,Urbanized
3912,4100103,2,Rural with high human development
3913,4100202,0,Semi-urbanized
3914,4100301,2,Rural with high human development
3915,4100400,3,Urbanized with informal settlements
3916,4100459,0,Semi-urbanized
3917,4100509,1,Urbanized
3918,4100608,1,Urbanized
3919,4100707,1,Urbanized
3920,4100806,1,Urbanized
3921,4100905,1,Urbanized
3922,4101002,1,Urbanized
3923,4101051,1,Urbanized
3924,4101101,1,Urbanized
3925,4101150,1,Urbanized
3926,4101200,1,Urbanized
3927,4101309,2,Rural with high human development
3928,4101408,1,Urbanized
3929,4101507,1,Urbanized
3930,4101606,1,Urbanized
3931,4101655,2,Rural with high human development
3932,4101705,1,Urbanized
3933,4101804,1,Urbanized
3934,4101853,2,Rural with high human development
3935,4101903,1,Urbanized
3936,4102000,1,Urbanized
3937,4102109,1,Urbanized
3938,4102208,1,Urbanized
3939,4102307,1,Urbanized
3940,4102406,1,Urbanized
3941,4102505,1,Urbanized
3942,4102604,1,Urbanized
3943,4102703,2,Rural with high human development
3944,4102752,2,Rural with high human development
3945,4102802,1,Urbanized
3946,4102901,1,Urbanized
3947,4103008,1,Urbanized
3948,4103024,2,Rural with high human development
3949,4103040,2,Rural with high human development
3950,4103057,2,Rural with high human development
3951,4103107,1,Urbanized
3952,4103156,2,Rural with high human development
3953,4103206,1,Urbanized
3954,4103222,2,Rural with high human development
3955,4103305,2,Rural with high human development
3956,4103354,2,Rural with high human development
3957,4103370,1,Urbanized
3958,4103404,1,Urbanized
3959,4103453,1,Urbanized
3960,4103479,1,Urbanized
3961,4103503,1,Urbanized
3962,4103602,1,Urbanized
3963,4103701,1,Urbanized
3964,4103800,1,Urbanized
3965,4103909,1,Urbanized
3966,4103958,0,Semi-urbanized
3967,4104006,1,Urbanized
3968,4104055,2,Rural with high human development
3969,4104105,1,Urbanized
3970,4104204,1,Urbanized
3971,4104253,1,Urbanized
3972,4104303,1,Urbanized
3973,4104402,2,Rural with high human development
3974,4104428,0,Semi-urbanized
3975,4104451,0,Semi-urbanized
3976,4104501,2,Rural with high human development
3977,4104600,1,Urbanized
3978,4104659,1,Urbanized
3979,4104709,1,Urbanized
3980,4104808,1,Urbanized
3981,4104907,1,Urbanized
3982,4105003,1,Urbanized
3983,4105102,1,Urbanized
3984,4105201,0,Semi-urbanized
3985,4105300,1,Urbanized
3986,4105409,1,Urbanized
3987,4105508,1,Urbanized
3988,4105607,1,Urbanized
3989,4105706,1,Urbanized
3990,4105805,3,Urbanized with informal settlements
3991,4105904,1,Urbanized
3992,4106001,2,Rural with high human development
3993,4106100,1,Urbanized
3994,4106209,1,Urbanized
3995,4106308,1,Urbanized
3996,4106407,1,Urbanized
3997,4106456,0,Semi-urbanized
3998,4106506,1,Urbanized
3999,4106555,2,Rural with high human development
4000,4106571,2,Rural with high human development
4001,4106605,1,Urbanized
4002,4106704,1,Urbanized
4003,4106803,2,Rural with high human development
4004,4106852,2,Rural with high human development
4005,4106902,3,Urbanized with informal settlements
4006,4107009,1,Urbanized
4007,4107108,1,Urbanized
4008,4107124,2,Rural with high human development
4009,4107157,2,Rural with high human development
4010,4107207,1,Urbanized
4011,4107256,1,Urbanized
4012,4107306,1,Urbanized
4013,4107405,2,Rural with high human development
4014,4107504,1,Urbanized
4015,4107520,2,Rural with high human development
4016,4107538,1,Urbanized
4017,4107546,0,Semi-urbanized
4018,4107553,2,Rural with high human development
4019,4107603,1,Urbanized
4020,4107652,3,Urbanized with informal settlements
4021,4107702,1,Urbanized
4022,4107736,0,Semi-urbanized
4023,4107751,1,Urbanized
4024,4107801,1,Urbanized
4025,4107850,2,Rural with high human development
4026,4107900,1,Urbanized
4027,4108007,1,Urbanized
4028,4108106,1,Urbanized
4029,4108205,2,Rural with high human development
4030,4108304,3,Urbanized with informal settlements
4031,4108320,1,Urbanized
4032,4108403,1,Urbanized
4033,4108452,1,Urbanized
4034,4108502,1,Urbanized
4035,4108551,2,Rural with high human development
4036,4108601,1,Urbanized
4037,4108650,2,Rural with high human development
4038,4108700,2,Rural with high human development
4039,4108809,1,Urbanized
4040,4108908,1,Urbanized
4041,4108957,2,Rural with high human development
4042,4109005,1,Urbanized
4043,4109104,1,Urbanized
4044,4109203,1,Urbanized
4045,4109302,2,Rural with high human development
4046,4109401,1,Urbanized
4047,4109500,0,Semi-urbanized
4048,4109609,1,Urbanized
4049,4109658,2,Rural with high human development
4050,4109708,1,Urbanized
4051,4109757,1,Urbanized
4052,4109807,1,Urbanized
4053,4109906,1,Urbanized
4054,4110003,1,Urbanized
4055,4110052,2,Rural with high human development
4056,4110078,0,Semi-urbanized
4057,4110102,1,Urbanized
4058,4110201,0,Semi-urbanized
4059,4110300,1,Urbanized
4060,4110409,1,Urbanized
4061,4110508,2,Rural with high human development
4062,4110607,1,Urbanized
4063,4110656,2,Rural with high human development
4064,4110706,1,Urbanized
4065,4110805,2,Rural with high human development
4066,4110904,1,Urbanized
4067,4110953,1,Urbanized
4068,4111001,1,Urbanized
4069,4111100,1,Urbanized
4070,4111209,1,Urbanized
4071,4111258,3,Urbanized with informal settlements
4072,4111308,1,Urbanized
4073,4111407,2,Rural with high human development
4074,4111506,1,Urbanized
4075,4111555,1,Urbanized
4076,4111605,1,Urbanized
4077,4111704,2,Rural with high human development
4078,4111803,1,Urbanized
4079,4111902,1,Urbanized
4080,4112009,1,Urbanized
4081,4112108,1,Urbanized
4082,4112207,2,Rural with high human development
4083,4112306,2,Rural with high human development
4084,4112405,1,Urbanized
4085,4112504,2,Rural with high human development
4086,4112603,1,Urbanized
4087,4112702,3,Urbanized with informal settlements
4088,4112751,2,Rural with high human development
4089,4112801,1,Urbanized
4090,4112900,2,Rural with high human development
4091,4112959,1,Urbanized
4092,4113007,1,Urbanized
4093,4113106,1,Urbanized
4094,4113205,1,Urbanized
4095,4113254,0,Semi-urbanized
4096,4113304,1,Urbanized
4097,4113403,1,Urbanized
4098,4113429,2,Rural with high human development
4099,4113452,2,Rural with high human development
4100,4113502,1,Urbanized
4101,4113601,1,Urbanized
4102,4113700,1,Urbanized
4103,4113734,1,Urbanized
4104,4113759,2,Rural with high human development
4105,4113809,1,Urbanized
4106,4113908,2,Rural with high human development
4107,4114005,1,Urbanized
4108,4114104,1,Urbanized
4109,4114203,1,Urbanized
4110,4114302,1,Urbanized
4111,4114351,2,Rural with high human development
4112,4114401,1,Urbanized
4113,4114500,1,Urbanized
4114,4114609,1,Urbanized
4115,4114708,1,Urbanized
4116,4114807,1,Urbanized
4117,4114906,1,Urbanized
4118,4115002,1,Urbanized
4119,4115101,1,Urbanized
4120,4115200,1,Urbanized
4121,4115309,1,Urbanized
4122,4115358,2,Rural with high human development
4123,4115408,1,Urbanized
4124,4115457,2,Rural with high human development
4125,4115507,1,Urbanized
4126,4115606,1,Urbanized
4127,4115705,1,Urbanized
4128,4115739,2,Rural with high human development
4129,4115754,1,Urbanized
4130,4115804,1,Urbanized
4131,4115853,2,Rural with high human development
4132,4115903,1,Urbanized
4133,4116000,1,Urbanized
4134,4116059,2,Rural with high human development
4135,4116109,1,Urbanized
4136,4116208,1,Urbanized
4137,4116307,1,Urbanized
4138,4116406,1,Urbanized
4139,4116505,1,Urbanized
4140,4116604,1,Urbanized
4141,4116703,1,Urbanized
4142,4116802,2,Rural with high human development
4143,4116901,1,Urbanized
4144,4116950,2,Rural with high human development
4145,4117008,1,Urbanized
4146,4117057,0,Semi-urbanized
4147,4117107,1,Urbanized
4148,4117206,1,Urbanized
4149,4117214,1,Urbanized
4150,4117222,2,Rural with high human development
4151,4117255,2,Rural with high human development
4152,4117271,2,Rural with high human development
4153,4117297,2,Rural with high human development
4154,4117305,0,Semi-urbanized
4155,4117404,1,Urbanized
4156,4117453,1,Urbanized
4157,4117503,1,Urbanized
4158,4117602,1,Urbanized
4159,4117701,1,Urbanized
4160,4117800,2,Rural with high human development
4161,4117909,1,Urbanized
4162,4118006,1,Urbanized
4163,4118105,1,Urbanized
4164,4118204,3,Urbanized with informal settlements
4165,4118303,1,Urbanized
4166,4118402,1,Urbanized
4167,4118451,1,Urbanized
4168,4118501,1,Urbanized
4169,4118600,2,Rural with high human development
4170,4118709,2,Rural with high human development
4171,4118808,1,Urbanized
4172,4118857,1,Urbanized
4173,4118907,1,Urbanized
4174,4119004,2,Rural with high human development
4175,4119103,2,Rural with high human development
4176,4119152,1,Urbanized
4177,4119202,2,Rural with high human development
4178,4119251,2,Rural with high human development
4179,4119301,0,Semi-urbanized
4180,4119400,1,Urbanized
4181,4119509,3,Urbanized with informal settlements
4182,4119608,1,Urbanized
4183,4119657,2,Rural with high human development
4184,4119707,1,Urbanized
4185,4119806,2,Rural with high human development
4186,4119905,3,Urbanized with informal settlements
4187,4119954,1,Urbanized
4188,4120002,1,Urbanized
4189,4120101,1,Urbanized
4190,4120150,2,Rural with high human development
4191,4120200,1,Urbanized
4192,4120309,2,Rural with high human development
4193,4120333,1,Urbanized
4194,4120358,1,Urbanized
4195,4120408,1,Urbanized
4196,4120507,1,Urbanized
4197,4120606,2,Rural with high human development
4198,4120655,1,Urbanized
4199,4120705,1,Urbanized
4200,4120804,1,Urbanized
4201,4120853,2,Rural with high human development
4202,4120903,1,Urbanized
4203,4121000,2,Rural with high human development
4204,4121109,1,Urbanized
4205,4121208,2,Rural with high human development
4206,4121257,0,Semi-urbanized
4207,4121307,1,Urbanized
4208,4121356,1,Urbanized
4209,4121406,1,Urbanized
4210,4121505,1,Urbanized
4211,4121604,2,Rural with high human development
4212,4121703,0,Semi-urbanized
4213,4121752,0,Semi-urbanized
4214,4121802,1,Urbanized
4215,4121901,1,Urbanized
4216,4122008,2,Rural with high human development
4217,4122107,2,Rural with high human development
4218,4122156,2,Rural with high human development
4219,4122172,0,Semi-urbanized
4220,4122206,1,Urbanized
4221,4122305,1,Urbanized
4222,4122404,1,Urbanized
4223,4122503,1,Urbanized
4224,4122602,1,Urbanized
4225,4122651,2,Rural with high human development
4226,4122701,1,Urbanized
4227,4122800,2,Rural with high human development
4228,4122909,2,Rural with high human development
4229,4123006,1,Urbanized
4230,4123105,1,Urbanized
4231,4123204,1,Urbanized
4232,4123303,1,Urbanized
4233,4123402,1,Urbanized
4234,4123501,1,Urbanized
4235,4123600,1,Urbanized
4236,4123709,1,Urbanized
4237,4123808,1,Urbanized
4238,4123824,2,Rural with high human development
4239,4123857,2,Rural with high human development
4240,4123907,1,Urbanized
4241,4123956,2,Rural with high human development
4242,4124004,2,Rural with high human development
4243,4124020,1,Urbanized
4244,4124053,1,Urbanized
4245,4124103,1,Urbanized
4246,4124202,1,Urbanized
4247,4124301,1,Urbanized
4248,4124400,1,Urbanized
4249,4124509,1,Urbanized
